Price,Boat Type,Type,Material,Location,Number of views last 7 days,Year Built,Width,Length,Manufacturer,Currency,is European
9800.0,"Cabin Boat,Trawler","Used boat,Diesel",Steel,Austria,106,2020,2.0,4.0,10,EUR,European
9500.0,Cabin Boat,Used boat,Steel,Netherlands,62,1976,2.13,7.21,69,EUR,European
9490.0,Deck Boat,"Used boat,Unleaded",GRP,France,213,1996,2.45,8.15,138,EUR,European
9450.0,Pontoon Boat,new boat from stock,GRP,Italy,245,2000,2.4,6.7,107,EUR,European
69500.0,Center console boat,new boat from stock,GRP,Denmark,1019,1980,2.7,9.7,213,DKK,European
10090.0,Fishing Boat,"new boat from stock,Unleaded",Thermoplastic,Switzerland,143,2020,2.18,5.7,8,CHF,Not European
10084.0,Fishing Boat,"new boat from stock,Unleaded",Thermoplastic,Switzerland,76,1975,2.3,6.2,415,CHF,Not European
9999.0,Water ski,"Used boat,Unleaded",GRP,Switzerland,34,1960,2.3,6.3,138,CHF,Not European
9980.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,235,2019,3.0,6.5,163,CHF,Not European
9900.0,Pilothouse,"Used boat,Unleaded",GRP,Switzerland,113,2007,2.35,7.22,26,CHF,Not European
9950.0,Sport Boat,new boat from stock,GRP,Switzerland,220,1974,2.5,6.8,296,CHF,Not European
9900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,102,1978,2.7,8.3,153,CHF,Not European
9900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,107,2017,2.5,5.7,413,CHF,Not European
9900.0,Sport Boat,"Used boat,Electric",GRP,Switzerland,168,1969,1.6,4.0,138,CHF,Not European
9800.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,86,2019,0.5,1.15,107,CHF,Not European
9800.0,Runabout,"Used boat,Unleaded",GRP,Switzerland,79,2020,2.3,6.1,163,CHF,Not European
9000.0,Motor Yacht,"Used boat,Unleaded",PVC,France,101,2020,2.18,5.7,697,EUR,European
9000.0,Cabin Boat,Used boat,GRP,Netherlands,207,1902,5.5,20.7,368,EUR,European
9000.0,Pilothouse,"Used boat,Diesel",GRP,Italy,227,2006,2.39,7.15,203,EUR,European
9000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,182,1900,4.05,16.0,192,EUR,European
9000.0,"Classic,Sport Boat,Water ski","Used boat,Unleaded",GRP,France,434,1950,2.13,6.8,662,EUR,European
8990.0,Trawler,"Used boat,Diesel",Steel,Germany,80,1965,1.8,5.0,192,EUR,European
8990.0,Cabin Boat,"Used boat,Diesel",GRP,Germany,75,2014,2.32,5.8,157,EUR,European
8950.0,Motor Yacht,Used boat,GRP,Spain,38,2014,2.13,5.79,157,EUR,European
9500.0,"Cabin Boat,Motor Yacht","Used boat,Unleaded",Plastic,Switzerland,156,1991,2.31,8.9,29,CHF,Not European
9500.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,174,1993,3.1,9.0,181,CHF,Not European
8500.0,Motor Yacht,"Used boat,Unleaded",Plastic,Germany,83,2020,1.0,4.0,635,EUR,European
8500.0,Cabin Boat,"Used boat,Unleaded",GRP,Italy,292,1950,1.4,5.5,233,EUR,European
8490.0,Deck Boat,Used boat,GRP,Germany,142,1974,2.73,7.8,192,EUR,European
8450.0,Launch,new boat from stock,GRP,Germany,208,2000,2.23,5.46,710,EUR,European
9100.0,Cabin Boat,"Used boat,Unleaded",GRP,Lake,216,2020,2.2,6.22,107,CHF,Not European
8300.0,Center console boat,new boat from stock,GRP,Italy,154,2013,2.27,5.95,491,EUR,European
8300.0,"Hardtop,Sport Boat","Used boat,Unleaded",GRP,Germany,708,1985,2.55,6.9,107,EUR,European
8900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,161,1996,2.1,5.9,120,CHF,Not European
8900.0,Fishing Boat,"Display Model,Unleaded",GRP,Switzerland,376,1971,2.85,9.95,189,CHF,Not European
8900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,195,2018,2.18,6.2,10,CHF,Not European
8900.0,Fishing Boat,Used boat,Aluminium,Switzerland,66,1976,2.7,7.8,131,CHF,Not European
8000.0,House Boat,Used boat,Steel,Germany,115,1998,2.1,5.0,254,EUR,European
8000.0,Pilothouse,"Used boat,Unleaded",PVC,France,91,1999,2.5,6.5,221,EUR,European
8000.0,Cabin Boat,"Used boat,Unleaded",Steel,Germany,43,2015,1.0,3.0,157,EUR,European
8000.0,Center console boat,"Used boat,Unleaded",PVC,France,63,1989,3.5201240846216435,7.0,395,EUR,European
7990.0,Sport Boat,new boat from stock,GRP,Germany,109,1978,2.35,9.2,595,EUR,European
7950.0,Deck Boat,new boat from stock,GRP,Italy,82,2019,0.5,1.15,635,EUR,European
7900.0,Motor Yacht,"Used boat,Unleaded",GRP,Germany,384,1978,3.35,9.3,189,EUR,European
7900.0,Motor Yacht,new boat from stock,GRP,Germany,188,1990,2.6,8.0,250,EUR,European
7890.0,Trawler,Diesel,Steel,Germany,176,1990,2.15,5.9,33,EUR,European
8500.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,205,1979,2.85,9.0,524,CHF,Not European
8500.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,324,2003,3.5201240846216435,6.5,359,CHF,Not European
7849.0,Fishing Boat,new boat from stock,GRP,Germany,239,1987,2.3,8.0,107,EUR,European
7490.0,Deck Boat,new boat from stock,Thermoplastic,Germany,41,2019,1.68,4.77,157,EUR,European
8000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,673,1930,2.55,9.8,64,CHF,Not European
8000.0,Sport Boat,"Used boat,Unleaded",Plastic,Switzerland,475,1978,2.9,8.5,138,CHF,Not European
8000.0,Motor Yacht,"Used boat,Diesel",Plastic,Lake,233,1982,1.7,4.4,138,CHF,Not European
7999.0,"Cabin Boat,Fishing Boat,Sport Boat","Used boat,Unleaded",Plastic,Switzerland,150,1995,2.35,6.0,107,CHF,Not European
7450.0,Cabin Boat,Used boat,Steel,Netherlands,124,2009,2.22,5.76,157,EUR,European
7990.0,Launch,"new boat from stock,Electric",Thermoplastic,Switzerland,288,1973,1.77,4.63,233,CHF,Not European
7400.0,Classic,"Used boat,Unleaded",GRP,Rheinfelden,101,2001,2.8,5.5,279,EUR,Not European
7290.0,Sport Boat,new boat from stock,GRP,Germany,144,2014,2.75,6.0,335,EUR,European
7200.0,Fishing Boat,new boat from stock,Aluminium,Germany,148,2020,2.15,5.43,198,EUR,European
7100.0,Deck Boat,"new boat from stock,Unleaded",PVC,France,244,2019,1.87,5.0,318,EUR,European
7570.0,Fishing Boat,"new boat from stock,Unleaded",Thermoplastic,Switzerland,358,1973,3.6,13.4,178,CHF,Not European
7000.0,Pilothouse,Used boat,GRP,Italy,281,1971,2.35,7.0,706,EUR,European
7000.0,Sport Boat,Used boat,GRP,Italy,93,2018,3.5201240846216435,4.6,330,EUR,European
7000.0,Cabin Boat,"Used boat,Diesel",GRP,Germany,87,1976,2.7,7.8,104,EUR,European
6999.0,Fishing Boat,"Used boat,Unleaded",Aluminium,Belgium,286,1980,2.85,7.85,693,EUR,European
7000.0,Sport Boat,"Used boat,Unleaded",GRP,France,123,2019,1.72,4.85,157,EUR,European
6990.0,Deck Boat,"Used boat,Unleaded",GRP,Germany,154,1990,2.0,7.0,29,EUR,European
52000.0,Sport Boat,new boat from stock,GRP,Denmark,385,1997,2.46,6.12,249,DKK,European
6990.0,Cabin Boat,Diesel,Steel,Germany,246,1974,1.5,4.2,148,EUR,European
7500.0,"Cabin Boat,Motor Yacht,Sport Boat","Used boat,Unleaded",GRP,Switzerland,421,1980,2.6,8.6,250,CHF,Not European
6950.0,Working Boat,new boat from stock,Aluminium,Germany,293,1979,3.0,9.6,710,EUR,European
6900.0,Cabin Boat,"Used boat,Unleaded",GRP,Germany,150,2020,1.9,4.9,525,EUR,European
6900.0,Cabin Boat,"Used boat,Diesel",Steel,Germany,169,2020,1.9,4.85,157,EUR,European
6900.0,Cabin Boat,"Used boat,Diesel",GRP,Germany,81,1987,2.38,7.5,117,EUR,European
6900.0,Pontoon Boat,"Used boat,Unleaded",GRP,Italy,147,1988,2.0,5.0,138,EUR,European
6990.0,Fishing Boat,new boat from stock,Aluminium,Switzerland,190,1987,2.5,6.5,250,CHF,Not European
6450.0,Launch,"Used boat,Unleaded",GRP,Germany,41,2019,1.37,3.64,157,EUR,European
6900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,188,1962,1.5,4.1,779,CHF,Not European
6900.0,Fishing Boat,Used boat,GRP,Switzerland,134,2004,3.5201240846216435,3.0,251,CHF,Not European
6300.0,Center console boat,new boat from stock,GRP,Germany,108,2004,2.5,5.7,251,EUR,European
6800.0,Fishing Boat,"Used boat,Unleaded",GRP,Switzerland,114,2004,2.43,7.49,413,CHF,Not European
6800.0,Motor Yacht,Used boat,GRP,Switzerland,377,2004,8.5,19.9,84,CHF,Not European
6250.0,Launch,new boat from stock,GRP,Germany,37,2004,2.5,6.9,590,EUR,European
6500.0,Fishing Boat,"Used boat,Unleaded",GRP,Welschenrohr,42,2004,2.64,7.8,413,CHF,Not European
6500.0,Sport Boat,"Used boat,Unleaded",GRP,Thun,61,2004,3.0,11.6,239,CHF,Not European
6000.0,Deck Boat,"Used boat,Unleaded",PVC,France,66,2004,4.2,11.0,148,EUR,European
6000.0,Runabout,"Used boat,Unleaded",GRP,Italy,103,2004,3.5,10.0,157,EUR,European
6000.0,Sport Boat,"Used boat,Unleaded",Plastic,Belgium,30,2004,2.48,7.66,635,EUR,European
5990.0,Trawler,Unleaded,GRP,Germany,90,2004,5.0,12.0,60,EUR,European
5950.0,Pontoon Boat,new boat from stock,GRP,Italy,60,2004,5.0,19.59,280,EUR,European
5950.0,Fishing Boat,Used boat,Aluminium,Germany,125,2004,4.9,14.9,84,EUR,European
5950.0,Classic,"Used boat,Unleaded",GRP,Germany,87,2004,5.0,18.0,84,EUR,European
5900.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Italy,127,2004,7.6,33.05,84,EUR,European
5900.0,Motor Yacht,"Used boat,Unleaded",GRP,Italy,37,2004,3.3,9.99,157,EUR,European
5900.0,Sport Boat,"Used boat,Unleaded",GRP,Germany,103,2004,4.5,12.5,221,EUR,European
5900.0,Fishing Boat,"Used boat,Unleaded",GRP,Germany,34,2004,4.05,19.59,84,EUR,European
5900.0,Sport Boat,"Used boat,Unleaded",PVC,France,87,2004,4.4,11.5,391,EUR,European
5000.0,Cabin Boat,"Used boat,Unleaded",PVC,France,114,2004,4.3,12.0,337,EUR,European
5000.0,"Classic,Runabout,Trawler","Used boat,Unleaded",Wood,France,84,2004,2.7,8.05,218,EUR,European
5000.0,"Center console boat,Sport Boat",Used boat,GRP,Italy,62,2004,4.0,11.0,239,EUR,European
4999.0,Pilothouse,"Used boat,Diesel",GRP,Germany,88,2004,2.59,7.57,855,EUR,European
4990.0,Cabin Boat,Unleaded,GRP,Germany,139,2004,4.2,12.0,84,EUR,European
36500.0,Sport Boat,Used boat,GRP,Denmark,73,2004,2.5,7.42,157,DKK,European
36500.0,Fishing Boat,Used boat,GRP,Denmark,59,2004,2.5,7.42,637,DKK,European
4900.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,38,2004,2.5,7.42,157,EUR,European
4900.0,Bowrider,"Used boat,Unleaded",GRP,Germany,50,2004,1.7,5.0,590,EUR,European
5250.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,230,2004,2.44,6.59,203,CHF,Not European
4799.0,Sport Boat,new boat from stock,GRP,Germany,104,2004,2.2,5.5,444,EUR,European
4799.0,Working Boat,"new boat from stock,Electric",GRP,Germany,193,2004,2.6,7.5,250,EUR,European
4790.0,Fishing Boat,"new boat from stock,Unleaded",Aluminium,Germany,162,2004,2.44,6.59,190,EUR,European
4790.0,Classic,Used boat,Wood,Austria,220,2004,3.3,10.06,106,EUR,European
5000.0,Cabin Boat,Used boat,GRP,Switzerland,163,2004,2.1,5.0,444,CHF,Not European
4999.0,"Sport Boat,Wakeboard/Wakesurf,Water ski","Used boat,Unleaded",GRP,Switzerland,80,2004,2.75,8.0,590,CHF,Not European
4950.0,Fishing Boat,"Used boat,Unleaded",Plastic,Switzerland,85,2004,2.5,6.5,637,CHF,Not European
4900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,531,2004,1.95,6.0,112,CHF,Not European
4499.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,303,2004,1.8,4.85,192,EUR,European
4300.0,Pontoon Boat,new boat from stock,GRP,Italy,185,2004,1.8,4.6,157,EUR,European
3780.0,Fishing Boat,new boat from stock,GRP,Switzerland,94,2004,1.68,4.17,163,CHF,Not European
3770.0,Sport Boat,new boat from stock,Aluminium,Switzerland,64,2020,1.0,3.0,Pioner power boats,CHF,Not European
3650.0,Sport Boat,new boat from stock,Aluminium,Switzerland,180,2018,1.73,4.35,Whaly power boats,CHF,Not European
24800.0,Sport Boat,Used boat,GRP,Denmark,69,2004,2.0,4.7,GS Nautica power boats,DKK,European
3480.0,Fishing Boat,new boat from stock,Aluminium,Switzerland,69,2019,1.46,3.55,Linder power boats,CHF,Not European
4400.0,Deck Boat,"new boat from stock,Unleaded",Aluminium,Switzerland,130,2018,1.46,3.55,Linder power boats,CHF,Not European
4380.0,Sport Boat,new boat from stock,Aluminium,Switzerland,512,2020,1.5,4.01,Terhi power boats,CHF,Not European
4267.0,Fishing Boat,"new boat from stock,Unleaded",GRP,Switzerland,133,1983,1.5,4.4,Ibis power boats,CHF,Not European
4200.0,Fishing Boat,"Used boat,Unleaded",GRP,Switzerland,118,1997,1.78,4.4,Saver power boats,CHF,Not European
3890.0,Sport Boat,new boat on order,GRP,Switzerland,278,1968,1.58,4.05,Staempfli power boats,CHF,Not European
3850.0,Sport Boat,new boat from stock,Aluminium,Switzerland,99,2020,1.65,4.0,Kimple power boats,CHF,Not European
3790.0,Sport Boat,new boat on order,GRP,Switzerland,85,1990,2.27,6.28,Cranchi power boats,CHF,Not European
5850.0,Sport Boat,new boat from stock,Aluminium,Switzerland,200,1985,2.1,4.5,Elan power boats,CHF,Not European
7290.0,Sport Boat,new boat from stock,Aluminium,Switzerland,490,1995,2.28,5.8,Volvo power boats,CHF,Not European
8200.0,Pilothouse,Used boat,GRP,Switzerland,418,1984,2.3,6.0,Draco power boats,CHF,Not European
10450.0,Sport Boat,new boat from stock,Aluminium,Switzerland,243,1986,2.5,7.4,Birchwood power boats,CHF,Not European
10350.0,Sport Boat,new boat from stock,Aluminium,Switzerland,169,2003,2.3,4.7,Quicksilver power boats,CHF,Not European
10990.0,Sport Boat,new boat from stock,Aluminium,Switzerland,273,2020,1.9,5.0,Safter Marine power boats,CHF,Not European
12680.0,Fishing Boat,Display Model,Aluminium,Switzerland,236,1993,2.98,9.2,Scand power boats,EUR,Not European
13690.0,Sport Boat,new boat from stock,GRP,Switzerland,253,1976,3.2,9.5,Hoekstra power boats,CHF,Not European
14800.0,Bowrider,new boat from stock,GRP,Switzerland,341,2020,2.02,4.7,VBoats power boats,CHF,Not European
15619.0,Sport Boat,new boat from stock,Aluminium,Switzerland,172,1995,2.8,5.7,GioMare power boats,CHF,Not European
14400.0,Fishing Boat,new boat from stock,GRP,Italy,127,2020,2.24,5.53,Yamarin power boats,EUR,European
15446.0,Center console boat,"new boat from stock,Unleaded",GRP,Germany,118,1981,3.1,8.2,Beachcraft power boats,EUR,European
13995.0,Cabin Boat,Used boat,GRP,United,273,2010,2.27,5.0,Mazury power boats,Â£,Not European
16490.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,778,1996,2.59,8.95,Sea Ray power boats,EUR,European
16314.0,Center console boat,"new boat from stock,Unleaded",GRP,Germany,183,2018,1.97,4.99,Pacific Craft power boats,EUR,European
16304.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,235,2020,1.7,9.0,MÃ¤ndli power boats,EUR,European
16219.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,121,2018,1.95,4.78,Galia power boats,EUR,European
16200.0,Sport Boat,new boat from stock,GRP,Germany,314,1976,3.2,9.0,Cytra power boats,EUR,European
16900.0,Motor Yacht,Used boat,GRP,Latvia,118,2020,2.15,5.3,Sting power boats,EUR,European
18900.0,Center console boat,Display Model,GRP,Switzerland,97,1996,2.54,6.35,Cobalt power boats,CHF,Not European
19500.0,Pilothouse,new boat from stock,GRP,Switzerland,55,2016,2.49,6.47,Arkos power boats,CHF,Not European
18800.0,Bowrider,Used boat,GRP,France,114,2020,2.09,5.28,Yamarin power boats,EUR,European
21000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,65,2020,2.0,6.0,Crescent power boats,CHF,Not European
19301.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Germany,187,1990,2.51,7.55,Windy power boats,EUR,European
21990.0,Sport Boat,new boat from stock,Aluminium,Switzerland,197,1991,3.41,9.81,Bayliner power boats,CHF,Not European
21740.0,Center console boat,"new boat from stock,Unleaded",GRP,Switzerland,49,2018,2.5,2.85,Williams power boats,CHF,Not European
21900.0,Fishing Boat,new boat on order,GRP,Switzerland,271,2006,2.5,7.65,Sea Ray power boats,CHF,Not European
21900.0,Fishing Boat,new boat on order,GRP,Switzerland,170,2001,2.62,7.38,Campion power boats,CHF,Not European
21396.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,1136,1996,2.59,8.05,Sea Ray power boats,EUR,European
21999.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Germany,191,2020,1.85,4.6,Linder power boats,EUR,European
22770.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,128,1981,3.3,9.8,Fairline power boats,EUR,European
22764.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,227,2020,2.43,7.52,Viking power boats,EUR,European
25000.0,Sport Boat,Used boat,GRP,Switzerland,241,1998,3.04,8.83,Larson power boats,CHF,Not European
26000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,161,2018,2.54,6.75,Quicksilver (Brunswick Marine) power boats,CHF,Not European
28000.0,Wakeboard/Wakesurf,Used boat,GRP,Switzerland,1033,1989,2.55,8.5,Regal power boats,CHF,Not European
25900.0,Working Boat,new boat from stock,Aluminium,Germany,150,1995,2.59,7.0,Bayliner power boats,EUR,European
26537.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,101,2012,2.78,7.23,BÃ©nÃ©teau power boats,EUR,European
27284.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,75,2017,2.4,5.72,BÃ©nÃ©teau power boats,EUR,European
27284.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,80,2019,2.5,6.17,Sunchaser power boats,EUR,European
27236.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,70,2012,2.98,7.65,ST power boats,EUR,European
27118.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Germany,395,2002,3.5201240846216435,7.3,Rinker power boats,EUR,European
27925.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,248,2005,2.55,7.9,Rio power boats,EUR,European
30900.0,Bowrider,new boat from stock,Aluminium,Switzerland,220,2019,2.45,6.4,Jeanneau power boats,CHF,Not European
30900.0,Center console boat,"new boat from stock,Unleaded",GRP,Switzerland,295,2020,2.55,7.75,Saver power boats,CHF,Not European
30820.0,Pilothouse,new boat from stock,GRP,Germany,76,2019,2.52,6.23,BÃ©nÃ©teau power boats,EUR,European
30781.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,70,1990,3.6,9.7,Broom power boats,EUR,European
30645.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,49,2019,2.54,5.75,Quicksilver power boats,EUR,European
33000.0,Pilothouse,"new boat from stock,Unleaded",GRP,Switzerland,222,2017,2.4,6.5,Italmar power boats,CHF,Not European
31690.0,Pilothouse,new boat from stock,GRP,Germany,77,2004,2.99,9.3,Damor power boats,EUR,European
35160.0,Bowrider,"new boat on order,Unleaded",GRP,Germany,80,2018,2.0,6.0,Bayliner power boats,EUR,European
35150.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,51,2019,2.48,6.4,Jeanneau power boats,EUR,European
35115.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,112,2017,2.45,6.35,Allegra power boats,EUR,European
36414.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,60,2020,2.38,5.7,Galia power boats,EUR,European
39200.0,Pilothouse,new boat from stock,GRP,Switzerland,96,2007,2.94,7.44,Cranchi power boats,CHF,Not European
36228.0,Sport Boat,"new boat on order,Unleaded",Aluminium,Germany,78,2003,3.1,8.23,BÃ©nÃ©teau power boats,EUR,European
38900.0,Motor Yacht,new boat from stock,GRP,Germany,272,1985,3.5,10.0,Tresfjord power boats,EUR,European
38794.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,31,2020,2.48,6.31,Jeanneau power boats,EUR,European
39600.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,45,2018,2.43,7.48,BÃ©nÃ©teau power boats,EUR,European
40687.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,237,2005,2.49,8.12,Crownline power boats,EUR,European
43800.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,230,1978,3.36,12.33,Alpa power boats,CHF,Not European
41900.0,Bowrider,"new boat from stock,Unleaded",GRP,Germany,164,2019,2.53,7.48,BÃ©nÃ©teau power boats,EUR,European
42402.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,87,2007,2.99,8.5,Bavaria power boats,EUR,European
42270.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,170,2004,3.2,9.8,Bavaria power boats,EUR,European
42165.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,70,2019,2.46,6.86,Jeanneau power boats,EUR,European
44839.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Germany,50,1990,3.6,9.7,Boston Whaler power boats,EUR,European
49000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,85,2020,2.48,7.26,BÃ©nÃ©teau power boats,CHF,Not European
49900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,51,1988,4.01,11.64,Mochi Craft power boats,CHF,Not European
46070.0,Cabin Boat,"new boat on order,Unleaded",GRP,Germany,83,2006,3.05,9.45,Chaparral power boats,EUR,European
49800.0,Bowrider,new boat from stock,GRP,Switzerland,155,2006,2.77,9.5,Rinker power boats,CHF,Not European
46955.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,151,2014,2.64,8.42,Sessa power boats,EUR,European
46950.0,Trawler,Used boat,Steel,Netherlands,70,2018,2.55,7.63,Quicksilver power boats,EUR,European
49000.0,Catamaran,Used boat,Aluminium,Niederrhein,170,2020,2.54,6.55,Sea Ray power boats,EUR,Not European
44950.0,Deck Boat,Used boat,GRP,United,31,2016,2.67,7.62,BÃ©nÃ©teau power boats,Â£,Not European
49980.0,Motor Yacht,"new boat from stock,Unleaded",GRP,Germany,45,2019,2.0,6.0,Campion power boats,EUR,European
50570.0,Cabin Boat,"new boat on order,Unleaded",GRP,Germany,129,2005,3.11,9.8,BÃ©nÃ©teau power boats,EUR,European
50337.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,395,2011,3.5201240846216435,7.32,MasterCraft power boats,EUR,European
50199.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,744,2015,2.99,9.31,Bavaria power boats,EUR,European
58100.0,Pilothouse,new boat from stock,GRP,Switzerland,244,2020,2.55,7.48,Bayliner power boats,CHF,Not European
57690.0,Fishing Boat,"new boat from stock,Unleaded",GRP,Switzerland,119,2012,2.96,8.91,BÃ©nÃ©teau power boats,CHF,Not European
53100.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Germany,52,2005,2.3,7.75,Marina Brodersby power boats,EUR,European
59900.0,Pilothouse,new boat from stock,GRP,Germany,82,1979,3.7,14.7,De Groot power boats,EUR,European
59900.0,Offshore Boat,"new boat from stock,Unleaded",Aluminium,Germany,60,2005,3.44,10.8,BÃ©nÃ©teau power boats,EUR,European
59900.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,116,2013,3.02,8.71,Jeanneau power boats,EUR,European
61980.0,Cabin Boat,"new boat on order,Unleaded",GRP,Germany,76,2020,2.54,7.15,Sea Ray power boats,EUR,European
64260.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,170,2016,2.92,7.95,Jeanneau power boats,EUR,European
65000.0,Bowrider,"new boat from stock,Electric",GRP,Austria,78,1995,3.5,10.84,Windy power boats,EUR,European
65870.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,457,2003,2.62,8.42,Windy power boats,EUR,European
68700.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,232,2001,3.5,12.5,Cranchi power boats,EUR,European
63695.0,Pilothouse,new boat from stock,GRP,United,107,2017,2.99,8.72,Jeanneau power boats,Â£,Not European
69853.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,198,1976,3.8,12.9,American Marine power boats,EUR,European
69790.0,Bowrider,"new boat from stock,Unleaded",Aluminium,Germany,88,2007,3.5,11.4,Cranchi power boats,EUR,European
70000.0,Cabin Boat,"Used boat,Diesel",Steel,Czech,92,2009,3.27,10.05,Four Winns power boats,EUR,Not European
76500.0,Motor Yacht,"new boat from stock,Unleaded",GRP,Switzerland,181,2004,3.0,11.0,Bavaria power boats,CHF,Not European
74410.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,84,2017,2.98,8.91,Quicksilver (Brunswick Marine) power boats,EUR,European
77231.0,Cabin Boat,"new boat on order,Unleaded",GRP,Germany,153,2020,2.54,7.62,Salpa power boats,EUR,European
78540.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,257,2007,3.18,9.8,Nimbus power boats,EUR,European
79000.0,Motor Yacht,"new boat from stock,Diesel",GRP,Netherlands,204,2019,2.95,9.0,BÃ©nÃ©teau power boats,EUR,European
79700.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,80,1996,4.26,13.5,Sealine power boats,EUR,European
86900.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Germany,119,2004,3.41,11.96,Windy power boats,EUR,European
86590.0,Bowrider,"new boat from stock,Unleaded",Aluminium,Germany,274,1991,5.43,18.0,Edership power boats,EUR,European
88700.0,House Boat,"new boat from stock,Unleaded",GRP,Germany,32,2003,3.66,11.89,Doqueve power boats,EUR,European
88500.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,201,2020,2.95,9.4,AXOPAR power boats,EUR,European
89000.0,Motor Yacht,"new boat from stock,Unleaded",GRP,Germany,145,2020,2.56,8.1,Sea Ray power boats,EUR,European
91415.0,Pilothouse,new boat from stock,GRP,Netherlands,249,2020,2.55,8.15,Bayliner power boats,EUR,European
90750.0,House Boat,new boat from stock,GRP,Netherlands,63,2006,3.85,12.9,Sessa power boats,EUR,European
94100.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,91,2010,3.66,10.85,Jeanneau power boats,EUR,European
98500.0,House Boat,"new boat from stock,Unleaded",GRP,Germany,75,2009,4.8,13.7,Atlantis power boats,EUR,European
98500.0,Motor Yacht,new boat from stock,GRP,Netherlands,193,2005,3.9,11.4,Gruno power boats,EUR,European
99900.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,69,2018,2.98,9.23,Jeanneau power boats,EUR,European
100000.0,Flybridge,"Used boat,Diesel",GRP,Spain,130,1998,3.85,11.65,Aquanaut power boats,EUR,European
109950.0,House Boat,"new boat from stock,Unleaded",GRP,Germany,81,2008,4.17,13.6,BÃ©nÃ©teau power boats,EUR,European
109900.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,93,2013,3.06,10.4,Chris Craft power boats,EUR,European
